teamName,inGameName,Deck Code 1,Deck Code 2,Deck Code 3,Deck Code 4
pelapapa#1993,pelapapa#1993,AAECAa0GHgntAfsBlwKcAqEE5QTtBckG9gelCdIK0wrWCtcK8gz7DJK0AoO7ArW7Ati7Auq/AtHBAtLBAtjBAtnBAr7IAvDPAujQApDTAgAA,AAECAf0GCIoB7QXyBcwI4KwCoM4Coc4Cl9MCC9sGtgfECMrDAt7EAufLAvLQAojSAvzlAurmAujnAgA=,AAECAaIHCowCsgLtAq8EkbwCn8ICysMCm8sC+9MCnOICCrQBqAXUBfIF3QiStgKBwgLrwgKmzgLb4wIA,AAECAZICBvIF2QeRvAKfwgKvwgL70wIM9wOoBeYF5QfBqwK2swLNuwKGwQLrwgLiygKbzQKR0AIA
Tranid0r#1203,Tranid0r#1203,###    # Class: Priest # Format: Standard # Year of the Mammoth # # 1x (0) Circle of Healing # 1x (0) Silence # 1x (1) Binding Heal # 1x (1) Holy Smite # 1x (1) Northshire Cleric # 1x (1) Potion of Madness # 1x (1) Power Word: Shield # 1x (2) Bloodmage Thalnos # 1x (2) Dirty Rat # 1x (2) Loot Hoarder # 1x (2) Mind Blast # 1x (2) Novice Engineer # 1x (2) Radiant Elemental # 1x (2) Shadow Visions # 1x (2) Shadow Word: Pain # 1x (2) Spirit Lash # 1x (2) Wild Pyromancer # 1x (3) Acolyte of Pain # 1x (3) Curious Glimmerroot # 1x (3) Shadow Word: Death # 1x (4) Auchenai Soulpriest # 1x (4) Gnomish Inventor # 1x (4) Kazakus # 1x (4) Priest of the Feast # 1x (5) Raza the Chained # 1x (6) Dragonfire Potion # 1x (6) Gadgetzan Auctioneer # 1x (7) Prophet Velen # 1x (7) Psychic Scream # 1x (8) Shadowreaper Anduin #  AAECAa0GHgntAfsBlwKcArQCoQTlBO0FpAf2B6UJ0grTCtcK8gz7DJK0AoO7ArW7Ati7Auq/AtHBAtLBAtjBAtnBAt/EAvDPAujQApDTAgAA #,###    # Class: Rogue # Format: Standard # Year of the Mammoth # # 2x (0) Backstab # 2x (0) Shadowstep # 1x (1) Fire Fly # 1x (1) Patches the Pirate # 2x (1) Southsea Deckhand # 2x (1) Swashburglar # 1x (2) Prince Keleseth # 1x (3) Edwin VanCleef # 2x (3) SI:7 Agent # 2x (3) Southsea Captain # 2x (4) Elven Minstrel # 2x (4) Spellbreaker # 2x (5) Cobalt Scalebane # 1x (5) Leeroy Jenkins # 2x (5) Vilespine Slayer # 2x (7) Bonemare # 2x (7) Corridor Creeper # 1x (8) The Lich King #  AAECAaIHBrICrwSRvALrwgLCzgKc4gIMtAHtAqgF1AXyBd0IkrYCgcICyssCps4C+9MC2+MCAA== #  #,"###    # Class: Warlock # Format: Standard # Year of the Mammoth # # 2x (1) Kobold Librarian # 2x (1) Mistress of Mixtures # 1x (2) Acidic Swamp Ooze # 2x (2) Defile # 1x (2) Doomsayer # 2x (2) Plated Beetle # 2x (3) Stonehill Defender # 2x (3) Tar Creeper # 2x (4) Hellfire # 2x (4) Lesser Amethyst Spellstone # 1x (4) Spellbreaker # 1x (4) Spiritsinger Umbra # 2x (5) Possessed Lackey # 1x (6) Rin, the First Disciple # 1x (6) Skulking Geist # 2x (8) Twisting Nether # 2x (9) Voidlord # 1x (10) Bloodreaver Gul'dan # 1x (10) N'Zoth, the Corruptor #  AAECAf0GCIoB8gWKB+CsAsnCAqDOApfTAtjnAgvbBrYHm8ICysMC3sQC58sC8tACiNIC/OUC6uYC6OcCAA== #",###   # Class: Druid # Format: Standard # Year of the Mammoth # # 2x (1) Jade Idol # 2x (1) Lesser Jasper Spellstone # 1x (1) Naturalize # 2x (2) Wild Growth # 2x (3) Jade Blossom # 2x (4) Branching Paths # 1x (4) Fandral Staghelm # 2x (4) Ironwood Golem # 2x (4) Oaken Summons # 2x (4) Swipe # 2x (5) Arcane Tyrant # 2x (5) Nourish # 1x (6) Aya Blackpaw # 2x (6) Jade Behemoth # 2x (6) Spreading Plague # 1x (7) Malfurion the Pestilent # 2x (10) Ultimate Infestation #  AAECAZICBOkBrqsClL0CmdMCDUBf5Ai0uwLLvALdvgKgzQKHzgKU0gKY0gKe0gLb0wKE5gIA #
Sportyandy1#1289,Sportyandy1#1289,"### 1 # Class: Priest # Format: Standard # Year of the Mammoth # # 1x (0) Circle of Healing # 1x (0) Silence # 1x (1) Binding Heal # 1x (1) Holy Smite # 1x (1) Northshire Cleric # 1x (1) Potion of Madness # 1x (1) Power Word: Shield # 1x (2) Bloodmage Thalnos # 1x (2) Loot Hoarder # 1x (2) Mind Blast # 1x (2) Novice Engineer # 1x (2) Radiant Elemental # 1x (2) Shadow Visions # 1x (2) Shadow Word: Pain # 1x (2) Spirit Lash # 1x (2) Wild Pyromancer # 1x (3) Acolyte of Pain # 1x (3) Curious Glimmerroot # 1x (3) Shadow Word: Death # 1x (4) Auchenai Soulpriest # 1x (4) Gnomish Inventor # 1x (4) Kazakus # 1x (4) Mass Dispel # 1x (4) Priest of the Feast # 1x (5) Raza the Chained # 1x (6) Dragonfire Potion # 1x (6) Gadgetzan Auctioneer # 1x (7) Prophet Velen # 1x (7) Psychic Scream # 1x (8) Shadowreaper Anduin #  AAECAa0GHgntAfsBlwKcArQCoQTlBO0FpAf2B6UJ0grTCtYK1wryDPsMkrQCg7sCtbsC2LsC6r8C0cEC0sEC2MEC2cEC8M8C6NACkNMCAAA= #  # To use this deck, copy it to your clipboard and create a new deck in Hearthstone","### 2 # Class: Rogue # Format: Standard # Year of the Mammoth # # 2x (0) Backstab # 1x (0) Counterfeit Coin # 2x (0) Shadowstep # 1x (1) Fire Fly # 1x (1) Patches the Pirate # 2x (1) Southsea Deckhand # 2x (1) Swashburglar # 1x (2) Prince Keleseth # 1x (3) Edwin VanCleef # 2x (3) SI:7 Agent # 1x (3) Sonya Shadowdancer # 2x (3) Southsea Captain # 2x (4) Elven Minstrel # 2x (4) Saronite Chain Gang # 1x (4) Spellbreaker # 1x (5) Leeroy Jenkins # 2x (5) Vilespine Slayer # 2x (7) Bonemare # 2x (7) Corridor Creeper #  AAECAaIHCLICrwTyBfW7ApG8AuvCAs/hApziAgu0Ae0CqAXUBd0IkrYCgcICm8sCps4C+9MC2+MCAA== #  # To use this deck, copy it to your clipboard and create a new deck in Hearthstone","### 3 # Class: Warlock # Format: Standard # Year of the Mammoth # # 1x (1) Dark Pact # 2x (1) Kobold Librarian # 2x (1) Mistress of Mixtures # 2x (1) Mortal Coil # 1x (2) Acidic Swamp Ooze # 2x (2) Defile # 1x (2) Dirty Rat # 2x (3) Stonehill Defender # 2x (4) Hellfire # 2x (4) Lesser Amethyst Spellstone # 1x (4) Spellbreaker # 1x (4) Twilight Drake # 2x (5) Possessed Lackey # 1x (6) Rin, the First Disciple # 1x (6) Siphon Soul # 1x (8) Twisting Nether # 2x (9) Voidlord # 1x (10) Bloodreaver Gul'dan # 1x (10) N'Zoth, the Corruptor # 2x (12) Mountain Giant #  AAECAf0GCvIF2waKB40IzAjgrALfxAL40AKX0wLY5wIKtgfhB8QIm8IC3sQC58sC8tACiNIC/OUC6OcCAA== #  # To use this deck, copy it to your clipboard and create a new deck in Hearthstone","### 4 # Class: Druid # Format: Standard # Year of the Mammoth # # 2x (1) Bloodsail Corsair # 2x (1) Dire Mole # 2x (1) Enchanted Raven # 2x (1) Fire Fly # 2x (1) Mark of the Lotus # 1x (1) Patches the Pirate # 2x (2) Dire Wolf Alpha # 2x (2) Druid of the Swarm # 2x (2) Mark of Y'Shaarj # 2x (2) Power of the Wild # 2x (3) Crypt Lord # 2x (3) Savage Roar # 2x (3) Southsea Captain # 1x (3) Vicious Fledgling # 1x (4) Spellbreaker # 1x (5) Bittertide Hydra # 2x (5) Living Mana #  AAECAZICBPIFkbwCn8ICr8ICDfcDqAXmBdkH5QfBqwK2swLNuwKGwQLrwgKbzQKR0AKL5QIA #  # To use this deck, copy it to your clipboard and create a new deck in Hearthstone"
Fonta#1125,Fonta#1125,AAECAa0GHgntAfsBlwKcAqEE5QTtBfYHpQnSCtMK1grXCvIM+wyStAKDuwK1uwLYuwLwuwLqvwLRwQLYwQLZwQLKwwK+yALwzwLo0AKQ0wIAAA==,AAECAf0EBMAB5gS/CKLTAg1xuwKVA5YF7AWjtgLXtgLrugKHvQLBwQKYxAKP0wL70wIA,AAECAZICAtkHkbwCDvcDqAXmBeUHwasCtrMCzbsChsECr8IC5MIC68ICm80CkdAC+9MCAA==,AAECAYO6AgayAq8E8gWRvALKywKc4gIMtAHtAqgF1AXdCJK2AoHCAuvCApvLAqbOAvvTAtvjAgA= #
linken#1384,linken#1384,AAECAaToAgTFA6cF2a4CucECDdsDrwenCLEI06oC07wCs8ECncICscIC48sC+NIC+9MC1uUCAA==,AAECAZ/HAh4J7QH7AZcCnAKhBOUE7QX2B6UJ0grTCtYK1wryDPsMkrQCg7sCtbsC2LsC6r8C0cEC0sEC2MEC2cECysMCvsgC8M8C6NACkNMCAAA=,AAECAf0ECMUE7Af7DKG3AsHBAqDOApvTAqPrAgtNwAHJA6O2AsrDAt/EApbHAtvTAtXhAtfhApbkAgA=,AAECAcn1AgjMCOCsAqDOAvjQApfTAurmAtjnApfoAgvbBrYHxAibwgLexALfxALnywLy0AKI0gL85QLo5wIA
Valenash#2219,Valenash#2219,AAECAZ/HAgSRvALhvwKc4gLQ5wINCKgFjQjyDLq7AvC7AsrDApnIAsrLAqbOAvvTAsvmAtfrAgA=,AAECAaIHBLICrwSRvAKc4gINtAHtAqgF1AXdCJK2AoHCAuvCApvLAsrLAqbOAvvTAtvjAgA=,AAECAZICApG8AsrLAg73A6gF5gXlB8GrArazAs27AobBAuTCAuvCApvNApHQAvvTAovlAgA=,AAECAR8ErwTyBZG8At3SAg2oArUDqAXUBesH/gzquwKvwgLkwgKOwwL70wLh4wKL5QIA
Zero#26258,Zero#26258,"### Brujo personalizado # Class: Warlock # Format: Standard # Year of the Mammoth # # 1x (1) Dark Pact # 2x (1) Kobold Librarian # 2x (1) Mistress of Mixtures # 2x (1) Mortal Coil # 2x (2) Defile # 2x (2) Plated Beetle # 1x (2) Tainted Zealot # 2x (3) Stonehill Defender # 2x (4) Hellfire # 2x (4) Lesser Amethyst Spellstone # 1x (4) Spellbreaker # 2x (5) Possessed Lackey # 1x (6) Rin, the First Disciple # 1x (6) Siphon Soul # 1x (6) Skulking Geist # 2x (8) Twisting Nether # 2x (9) Voidlord # 1x (10) Bloodreaver Gul'dan # 1x (10) N'Zoth, the Corruptor #  AAECAcn1AgjyBcwI4KwCoM4C+NACl9MC2OcCl+gCC9sGtgfECJvCAt7EAufLAvLQAojSAvzlAurmAujnAgA= #  # To use this deck, copy it to your clipboard and create a new deck in Hearthstone","### Love is life # Class: Priest # Format: Standard # Year of the Mammoth # # 1x (0) Circle of Healing # 1x (0) Silence # 1x (1) Binding Heal # 1x (1) Holy Smite # 1x (1) Northshire Cleric # 1x (1) Potion of Madness # 1x (1) Power Word: Shield # 1x (2) Bloodmage Thalnos # 1x (2) Loot Hoarder # 1x (2) Mind Blast # 1x (2) Novice Engineer # 1x (2) Radiant Elemental # 1x (2) Shadow Visions # 1x (2) Shadow Word: Pain # 1x (2) Spirit Lash # 1x (2) Wild Pyromancer # 1x (3) Acolyte of Pain # 1x (3) Curious Glimmerroot # 1x (3) Shadow Word: Death # 1x (3) Tar Creeper # 1x (4) Auchenai Soulpriest # 1x (4) Kazakus # 1x (4) Mass Dispel # 1x (4) Priest of the Feast # 1x (5) Raza the Chained # 1x (6) Dragonfire Potion # 1x (6) Gadgetzan Auctioneer # 1x (7) Prophet Velen # 1x (7) Psychic Scream # 1x (8) Shadowreaper Anduin #  AAECAa0GHgntAfsBlwKcAqEE5QTtBaQH9gelCdIK0wrWCtcK8gz7DJK0AoO7ArW7Ati7Auq/AtHBAtLBAtjBAtnBAsrDAvDPAujQApDTAgAA #  # To use this deck, copy it to your clipboard and create a new deck in Hearthstone","### Pícaro personalizado # Class: Rogue # Format: Standard # Year of the Mammoth # # 2x (0) Backstab # 2x (0) Shadowstep # 1x (1) Fire Fly # 1x (1) Patches the Pirate # 2x (1) Southsea Deckhand # 2x (1) Swashburglar # 1x (2) Prince Keleseth # 1x (3) Edwin VanCleef # 2x (3) SI:7 Agent # 2x (3) Southsea Captain # 1x (3) Tar Creeper # 2x (4) Elven Minstrel # 2x (4) Saronite Chain Gang # 1x (4) Spellbreaker # 1x (5) Cobalt Scalebane # 1x (5) Lotus Assassin # 2x (5) Vilespine Slayer # 2x (7) Bonemare # 2x (7) Corridor Creeper #  AAECAaIHCLIC8gX5uwKRvALrwgLKwwLKywKc4gILtAHtAqgF1AXdCJK2AoHCApvLAqbOAvvTAtvjAgA= #  # To use this deck, copy it to your clipboard and create a new deck in Hearthstone","### Custom Mage2 # Class: Mage # Format: Standard # Year of the Mammoth # # 1x (1) Kabal Lackey # 2x (1) Mana Wyrm # 2x (2) Arcanologist # 2x (2) Frostbolt # 2x (2) Medivh's Valet # 2x (2) Primordial Glyph # 2x (2) Sorcerer's Apprentice # 1x (3) Arcane Intellect # 2x (3) Counterspell # 2x (3) Explosive Runes # 1x (3) Ice Block # 2x (3) Kirin Tor Mage # 2x (4) Fireball # 1x (6) Aluneth # 2x (6) Kabal Crystal Runner # 1x (7) Corridor Creeper # 2x (7) Firelands Portal # 1x (10) Pyroblast #  AAECAf0EBsABqwS/COu6AqLTAvvTAgxxuwKVA+YElgXsBaO2Ate2Aoe9AsHBApjEAo/TAgA= #  # To use this deck, copy it to your clipboard and create a new deck in Hearthstone"
Guu#11502,Guu#11502,AAECAf0GBJG8Ap/CApfTApziAg0w9wSoBfIFzgfCCLy2AuvCApvLAvfNAqbOAvLQAvvTAgA=,AAECAaIHCLICpAOvBNQF8gWRvALKywKc4gILtAHtAqgF3QiStgKBwgLrwgKbywKmzgL70wLb4wIA,AAECAa0GHgntAfsBlwKcArQCoQTlBO0FpAf2B6UJ0grTCtYK1wryDPsMkrQCg7sCtbsC2LsC6r8C0cEC0sEC2MEC2cEC8M8C6NACkNMCAAA=,AAECAZICBMQGzbsClL0CmdMCDUBfhQjkCLS7Asu8At2+AqDNAofOApTSApjSAp7SAoTmAgA=
TecnoD#1631,TecnoD#1631,"### Cubejooooj # Classe: Bruxo # Formato: Padrão # Ano do Mamute # # 2x (1) Bibliotecário Kobold # 2x (1) Espiral da Morte # 2x (1) Mestre das Misturas # 2x (1) Pacto Sombrio # 2x (2) Profanar # 2x (4) Ametista Mágica Inferior # 1x (4) Cantaspírito Umbra # 2x (4) Fogo do Inferno # 1x (4) Quebra-feitiço # 1x (5) Caveira dos Man'ari # 2x (5) Cubo Carnívoro # 2x (5) Demonarca # 2x (5) Lacaio Possuído # 1x (5) Manipulador Sem-rosto # 1x (6) Sifão da Alma # 1x (8) Espiral Etérea # 2x (9) Senhor do Caos # 1x (10) Gul'dan, o Furtassangue # 1x (12) Gigante da Montanha #  AAECAcn1AgiTBPIF2wbhB8wIycICl9MC2+kCC/cEtgfECN7EAufLAvLQAvjQAojSAovhAvzlAujnAgA= #  # Para usar este deck, copie para a área de transferência e crie um novo deck de Hearthstone","### Mrrgl # Classe: Paladino # Formato: Padrão # Ano do Mamute # # 1x (1) Caranguejo Faminto # 2x (1) Chamaré Murloc # 1x (1) Inquisidor Pinavil # 2x (1) Oráculo Escamatroz # 2x (1) Parça Escamatroz # 2x (1) Protetora Íntegra # 2x (2) Caçador Poçapétrea # 1x (2) Guerreiro Guelrazul # 1x (2) Hidróloga # 1x (2) Malabarista de Facas # 2x (3) Favorecimento Divino # 1x (3) Líder Guerreiro Murloc # 2x (3) Malho Não Identificado # 2x (3) Vidente da Luz Fria # 2x (4) Chamado às Armas # 2x (4) Megassauro Manso # 1x (4) Quebra-feitiço # 1x (5) Leeroy Jenkins # 1x (6) Salvassol Tarim # 1x (7) Rastejante do Corredor #  AAECAYsWCrsDrwTjBfIFpwixCNOqArPBArnBAvvTAgrFA9sD/gOnBdO8Ap3CArHCAuPLAvjSAtblAgA= #  # Para usar este deck, copie para a área de transferência e crie um novo deck de Hearthstone","### Face is the place # Classe: Caçador # Formato: Padrão # Ano do Mamute # # 1x (1) Caranguejo Faminto # 2x (1) Disparo de Vela # 2x (1) Gato de Rua # 2x (1) Marujo dos Mares do Sul # 2x (1) Toupeira Atroz # 2x (2) Lobo Hediondo Alfa # 1x (2) Monstro Errante # 2x (2) Rasgaqueixo Eletrizado # 1x (2) Rastejante de Golakka # 2x (3) Arco Hastáguia # 1x (3) Cavalga-lobo # 2x (3) Comando para Matar # 2x (3) Companheiro Animal # 1x (3) Disparo Mortal # 1x (3) Soltem os Cães # 2x (4) Mestre de Matilha # 1x (4) Quebra-feitiço # 1x (5) Leeroy Jenkins # 1x (6) Fogueteira Descuidada # 1x (7) Rastejante do Corredor #  AAECAR8KoQK7A70DrwTyBcUI2wnkwgLf0gL70wIKqAK1A9QF2QfrB/4M6rsCjsMC4eMCi+UCAA== #  # Para usar este deck, copie para a área de transferência e crie um novo deck de Hearthstone","### Shh... # Classe: Mago # Formato: Padrão # Ano do Mamute # # 2x (1) Adepto do Kabal # 2x (1) Moreia de Mana # 2x (2) Aprendiz de Feiticeiro # 2x (2) Arcanóloga # 2x (2) Glifo Primordial # 2x (2) Pajem de Medivh # 2x (2) Seta de Gelo # 1x (3) Bloco de Gelo # 2x (3) Contrafeitiço # 1x (3) Intelecto Arcano # 2x (3) Maga do Kirin Tor # 2x (3) Runas Explosivas # 2x (4) Bola de Fogo # 2x (6) Leva-Cristais do Kabal # 2x (7) Portal das Terras do Fogo # 1x (7) Rastejante do Corredor # 1x (10) Ignimpacto #  AAECAf0EBMABqwS/CPvTAg1xuwKVA+YElgXsBaO2Ate2Auu6Aoe9AsHBApjEAo/TAgA= #  # Para usar este deck, copie para a área de transferência e crie um novo deck de Hearthstone"
tartu51#1778,tartu51#1778,"### Deck de Bruxo # Classe: Bruxo # Formato: Padrão # Ano do Mamute # # 2x (1) Bibliotecário Kobold # 2x (1) Corsário da Vela Sangrenta # 2x (1) Diabrete das Chamas # 2x (1) Diabrete de Malquezaar # 2x (1) Emissário do Caos # 2x (1) Fada do Fogo # 2x (1) Fogo d'Alma # 1x (1) Remendo, o Pirata # 1x (2) Príncipe Keleseth # 2x (3) Capitão dos Mares do Sul # 2x (3) Conselheiro da Vila Sombria # 2x (4) Extratores de Saronita # 2x (5) Demonarca # 2x (5) Senhor do Medo Sórdido # 2x (7) Égua Esquelética # 2x (7) Rastejante do Corredor #  AAECAcn1AgKRvAKc4gIOMPcEqAXOB+UHwgi0rAK8tgLrwgKbywL3zQKmzgLy0AL70wIA #  # Para usar este deck, copie para a área de transferência e crie um novo deck de Hearthstone","### Deck de Ladino3 # Classe: Ladino # Formato: Padrão # Ano do Mamute # # 2x (0) Passo Furtivo # 2x (0) Punhalada pelas Costas # 2x (1) Fada do Fogo # 2x (1) Marujo dos Mares do Sul # 1x (1) Remendo, o Pirata # 2x (1) Roubadachim # 1x (2) Príncipe Keleseth # 2x (3) Agente da AVIN # 2x (3) Capitão dos Mares do Sul # 1x (3) Edwin VanCleef # 2x (4) Extratores de Saronita # 2x (4) Menestrel Élfico # 2x (5) Escamorte Cobalto # 2x (5) Espinheira Mortífera # 1x (5) Leeroy Jenkins # 2x (7) Égua Esquelética # 2x (7) Rastejante do Corredor #  AAECAaIHBLICrwSRvAKc4gINtAHtAqgF1AXdCJK2AoHCAuvCApvLAsrLAqbOAvvTAtvjAgA= #  # Para usar este deck, copie para a área de transferência e crie um novo deck de Hearthstone","### Deck de Caçador # Classe: Caçador # Formato: Padrão # Ano do Mamute # # 2x (1) Disparo de Vela # 2x (1) Gato de Rua # 2x (1) Marujo dos Mares do Sul # 2x (1) Rastreamento # 1x (1) Remendo, o Pirata # 2x (1) Toupeira Atroz # 2x (2) Lobo Hediondo Alfa # 2x (2) Rasgaqueixo Eletrizado # 2x (2) Rastejante de Golakka # 2x (3) Arco Hastáguia # 2x (3) Capitão dos Mares do Sul # 2x (3) Comando para Matar # 2x (3) Companheiro Animal # 2x (4) Mestre de Matilha # 1x (5) Leeroy Jenkins # 2x (7) Rastejante do Corredor #  AAECAR8CrwSRvAIOqAK1A6gF1AXZB+sHlwj+DOq7AuTCAo7DAvvTAuHjAovlAgA= #  # Para usar este deck, copie para a área de transferência e crie um novo deck de Hearthstone","### Deck de Paladino4 # Classe: Paladino # Formato: Padrão # Ano do Mamute # # 2x (1) Chamaré Murloc # 2x (1) Inquisidor Pinavil # 2x (1) Parça Escamatroz # 2x (1) Protetora Íntegra # 1x (1) Remendo, o Pirata # 2x (2) Caçador Poçapétrea # 2x (2) Hidróloga # 2x (2) Malabarista de Facas # 2x (3) Capitão dos Mares do Sul # 2x (3) Favorecimento Divino # 2x (3) Líder Guerreiro Murloc # 2x (3) Malho Não Identificado # 2x (4) Chamado às Armas # 2x (4) Megassauro Manso # 1x (6) Salvassol Tarim # 2x (7) Rastejante do Corredor #  AAECAZ8FApG8ArnBAg7bA6cFqAWnCLEI06oC07wCs8ECncICscIC48sC+NIC+9MC1uUCAA== #  # Para usar este deck, copie para a área de transferência e crie um novo deck de Hearthstone"
Deitaa#1930,Deitaa#1930,"### lineup # Class: Warlock # Format: Standard # Year of the Mammoth # # 2x (1) Dark Pact # 2x (1) Kobold Librarian # 2x (1) Mistress of Mixtures # 1x (1) Mortal Coil # 2x (2) Defile # 2x (2) Dirty Rat # 1x (2) Plated Beetle # 1x (2) Tainted Zealot # 2x (3) Stonehill Defender # 2x (4) Hellfire # 2x (4) Lesser Amethyst Spellstone # 1x (4) Spellbreaker # 2x (5) Possessed Lackey # 1x (6) Siphon Soul # 1x (6) Skulking Geist # 2x (8) Twisting Nether # 2x (9) Voidlord # 1x (10) Bloodreaver Gul'dan # 1x (10) N'Zoth, the Corruptor #  AAECAf0GCPIFxAjMCOCsAqDOApfTAurmApfoAgvbBrYHm8IC3sQC38QC58sC8tAC+NACiNIC/OUC6OcCAA== #  # To use this deck, copy it to your clipboard and create a new deck in Hearthstone","### da # Class: Priest # Format: Standard # Year of the Mammoth # # 1x (0) Circle of Healing # 1x (0) Silence # 1x (1) Binding Heal # 1x (1) Holy Smite # 1x (1) Northshire Cleric # 1x (1) Potion of Madness # 1x (1) Power Word: Shield # 1x (2) Bloodmage Thalnos # 1x (2) Golakka Crawler # 1x (2) Mind Blast # 1x (2) Novice Engineer # 1x (2) Radiant Elemental # 1x (2) Shadow Visions # 1x (2) Shadow Word: Pain # 1x (2) Spirit Lash # 1x (2) Wild Pyromancer # 1x (3) Acolyte of Pain # 1x (3) Curious Glimmerroot # 1x (3) Kabal Talonpriest # 1x (3) Shadow Word: Death # 1x (3) Tar Creeper # 1x (4) Auchenai Soulpriest # 1x (4) Kazakus # 1x (4) Priest of the Feast # 1x (5) Lyra the Sunshard # 1x (5) Raza the Chained # 1x (6) Dragonfire Potion # 1x (7) Prophet Velen # 1x (7) Psychic Scream # 1x (8) Shadowreaper Anduin #  AAECAa0GHgntAZcCnAKhBOUE7QX2B6UJ0grTCtcK8gz7DJK0AoO7ArW7Ati7AvC7Auq/AtHBAtLBAtjBAtnBAuTCAsrDAr7IAvDPAujQApDTAgAA #  # To use this deck, copy it to your clipboard and create a new deck in Hearthstone","### mamada # Class: Rogue # Format: Standard # Year of the Mammoth # # 2x (0) Backstab # 2x (0) Shadowstep # 2x (1) Fire Fly # 1x (1) Patches the Pirate # 2x (1) Southsea Deckhand # 2x (1) Swashburglar # 1x (2) Prince Keleseth # 1x (3) Edwin VanCleef # 2x (3) SI:7 Agent # 2x (3) Southsea Captain # 1x (3) Tar Creeper # 2x (4) Elven Minstrel # 2x (4) Saronite Chain Gang # 1x (5) Cobalt Scalebane # 1x (5) Leeroy Jenkins # 2x (5) Vilespine Slayer # 2x (7) Bonemare # 2x (7) Corridor Creeper #  AAECAaIHBrICrwSRvALKwwLKywKc4gIMtAHtAqgF1AXdCJK2AoHCAuvCApvLAqbOAvvTAtvjAgA= #  # To use this deck, copy it to your clipboard and create a new deck in Hearthstone","### safada # Class: Mage # Format: Standard # Year of the Mammoth # # 2x (1) Arcane Artificer # 2x (2) Dirty Rat # 2x (2) Doomsayer # 1x (2) Golakka Crawler # 2x (2) Raven Familiar # 2x (3) Acolyte of Pain # 2x (3) Tar Creeper # 1x (4) Saronite Chain Gang # 2x (5) Arcane Tyrant # 2x (5) Dragon's Fury # 2x (6) Blizzard # 1x (6) Meteor # 1x (6) Skulking Geist # 1x (7) Corridor Creeper # 2x (7) Firelands Portal # 2x (7) Flamestrike # 1x (8) Medivh, the Guardian # 1x (9) Dragoncaller Alanna # 1x (9) Frost Lich Jaina #  AAECAf0ECKG3AuTCApbHApvLAqDOApvTAvvTAqPrAguKAckD7Af7DKO2AsrDAt/EAtvTAtXhAtfhApbkAgA= #  # To use this deck, copy it to your clipboard and create a new deck in Hearthstone"
